PAR25CD,PAR25NM,PAR25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E04000253,Brierton,,E06000001,Hartlepool,,1
E04000254,Claxton,,E06000001,Hartlepool,,2
E04000255,Dalton Piercy,,E06000001,Hartlepool,,3
E04000258,Hart,,E06000001,Hartlepool,,4
E04000259,Newton Bewley,,E06000001,Hartlepool,,5
E04000260,Headland,,E06000001,Hartlepool,,6
E04013151,Elwick,,E06000001,Hartlepool,,7
E04013152,Wynyard,,E06000001,Hartlepool,,8
E04013312,Greatham,,E06000001,Hartlepool,,9
E04000262,Stainton and Thornton,,E06000002,Middlesbrough,,10
E04013307,Nunthorpe,,E06000002,Middlesbrough,,11
E04000263,Guisborough,,E06000003,Redcar and Cleveland,,12
E04000264,Lockwood,,E06000003,Redcar and Cleveland,,13
E04000265,Loftus,,E06000003,Redcar and Cleveland,,14
E04000266,"Saltburn, Marske and New Marske",,E06000003,Redcar and Cleveland,,15
E04000267,Skelton and Brotton,,E06000003,Redcar and Cleveland,,16
E04000268,Aislaby,,E06000004,Stockton-on-Tees,,17
E04000269,Carlton,,E06000004,Stockton-on-Tees,,18
E04000272,Elton,,E06000004,Stockton-on-Tees,,19
E04000275,Ingleby Barwick,,E06000004,Stockton-on-Tees,,20
E04000277,Longnewton,,E06000004,Stockton-on-Tees,,21
E04000279,Newsham,,E06000004,Stockton-on-Tees,,22
E04000283,Thornaby,,E06000004,Stockton-on-Tees,,23
E04000284,Wolviston,,E06000004,Stockton-on-Tees,,24
E04000286,Billingham,,E06000004,Stockton-on-Tees,,25
E04012066,Castlelevington,,E06000004,Stockton-on-Tees,,26
E04012067,Egglescliffe,,E06000004,Stockton-on-Tees,,27
E04012068,Hilton,,E06000004,Stockton-on-Tees,,28
E04012069,Kirklevington,,E06000004,Stockton-on-Tees,,29
E04012070,Maltby,,E06000004,Stockton-on-Tees,,30
E04012071,Preston-on-Tees,,E06000004,Stockton-on-Tees,,31
E04012072,Redmarshall,,E06000004,Stockton-on-Tees,,32
E04012073,Stillington and Whitton,,E06000004,Stockton-on-Tees,,33
E04012074,Yarm,,E06000004,Stockton-on-Tees,,34
E04012954,Grindon and Thorpe Thewles,,E06000004,Stockton-on-Tees,,35
E04012955,Wynyard,,E06000004,Stockton-on-Tees,,36
E04000288,Barmpton,,E06000005,Darlington,,37
E04000289,Bishopton,,E06000005,Darlington,,38
E04000290,Brafferton,,E06000005,Darlington,,39
E04000291,Coatham Mundeville,,E06000005,Darlington,,40
E04000292,Denton,,E06000005,Darlington,,41
E04000293,East and West Newbiggin,,E06000005,Darlington,,42
E04000294,Great Burdon,,E06000005,Darlington,,43
E04000295,Great Stainton,,E06000005,Darlington,,44
E04000296,Heighington,,E06000005,Darlington,,45
E04000297,High Coniscliffe,,E06000005,Darlington,,46
E04000298,Houghton le Side,,E06000005,Darlington,,47
E04000300,Killerby,,E06000005,Darlington,,48
E04000301,Little Stainton,,E06000005,Darlington,,49
E04000302,Low Coniscliffe and Merrybent,,E06000005,Darlington,,50
E04000452,Pocklington,,E06000011,East Riding of Yorkshire,,51
E04000453,Pollington,,E06000011,East Riding of Yorkshire,,52
E04000454,Preston,,E06000011,East Riding of Yorkshire,,53
E04000455,Rawcliffe,,E06000011,East Riding of Yorkshire,,54
E04000456,Reedness,,E06000011,East Riding of Yorkshire,,55
E04000457,Rimswell,,E06000011,East Riding of Yorkshire,,56
E04000458,Rise,,E06000011,East Riding of Yorkshire,,57
E04000459,Riston,,E06000011,East Riding of Yorkshire,,58
E04000460,Roos,,E06000011,East Riding of Yorkshire,,59
E04000461,Routh,,E06000011,East Riding of Yorkshire,,60
E04000462,Rowley,,E06000011,East Riding of Yorkshire,,61
E04000463,Rudston,,E06000011,East Riding of Yorkshire,,62
E04000464,Sancton,,E06000011,East Riding of Yorkshire,,63
E04000465,Seaton,,E06000011,East Riding of Yorkshire,,64
E04000466,Seaton Ross,,E06000011,East Riding of Yorkshire,,65
E04000467,Shipton Thorpe,,E06000011,East Riding of Yorkshire,,66
E04000468,Sigglesthorne,,E06000011,East Riding of Yorkshire,,67
E04000469,Skeffling,,E06000011,East Riding of Yorkshire,,68
E04000470,Skerne and Wansford,,E06000011,East Riding of Yorkshire,,69
E04000471,Skidby,,E06000011,East Riding of Yorkshire,,70
E04000472,Skipsea,,E06000011,East Riding of Yorkshire,,71
E04000473,Skirlaugh,,E06000011,East Riding of Yorkshire,,72
E04000475,Sledmere,,E06000011,East Riding of Yorkshire,,73
E04000476,Snaith and Cowick,,E06000011,East Riding of Yorkshire,,74
E04000477,South Cave,,E06000011,East Riding of Yorkshire,,75
E04000478,South Cliffe,,E06000011,East Riding of Yorkshire,,76
E04000479,Spaldington,,E06000011,East Riding of Yorkshire,,77
E04000480,Sproatley,,E06000011,East Riding of Yorkshire,,78
E04000482,Sunk Island,,E06000011,East Riding of Yorkshire,,79
E04000483,Sutton upon Derwent,,E06000011,East Riding of Yorkshire,,80
E04000484,Swanland,,E06000011,East Riding of Yorkshire,,81
E04000485,Swine,,E06000011,East Riding of Yorkshire,,82
E04000486,Swinefleet,,E06000011,East Riding of Yorkshire,,83
E04000487,Thorngumbald,,E06000011,East Riding of Yorkshire,,84
E04000488,Thornton,,E06000011,East Riding of Yorkshire,,85
E04000489,Thwing,,E06000011,East Riding of Yorkshire,,86
E04000490,Tibthorpe,,E06000011,East Riding of Yorkshire,,87
E04000491,Tickton,,E06000011,East Riding of Yorkshire,,88
E04000492,Twin Rivers,,E06000011,East Riding of Yorkshire,,89
E04000493,Ulrome,,E06000011,East Riding of Yorkshire,,90
E04000494,Walkington,,E06000011,East Riding of Yorkshire,,91
E04000495,Warter,,E06000011,East Riding of Yorkshire,,92
E04000496,Watton,,E06000011,East Riding of Yorkshire,,93
E04000497,Wawne,,E06000011,East Riding of Yorkshire,,94
E04000498,Welton,,E06000011,East Riding of Yorkshire,,95
E04000499,Welwick,,E06000011,East Riding of Yorkshire,,96
E04000500,Wetwang,,E06000011,East Riding of Yorkshire,,97
E04000501,Wilberfoss,,E06000011,East Riding of Yorkshire,,98
E04000502,Withernsea,,E06000011,East Riding of Yorkshire,,99
E04000503,Withernwick,,E06000011,East Riding of Yorkshire,,100
E04000305,Morton Palms,,E06000005,Darlington,,101
E04000307,Piercebridge,,E06000005,Darlington,,102
E04000308,Sadberge,,E06000005,Darlington,,103
E04000310,Summerhouse,,E06000005,Darlington,,104
E04000311,Walworth,,E06000005,Darlington,,105
E04000312,Whessoe,,E06000005,Darlington,,106
E04012649,Archdeacon Newton,,E06000005,Darlington,,107
E04012650,Hurworth,,E06000005,Darlington,,108
E04012651,Middleton St George,,E06000005,Darlington,,109
E04012652,Neasham,,E06000005,Darlington,,110
E04000313,Daresbury,,E06000006,Halton,,111
E04000314,Hale,,E06000006,Halton,,112
E04000315,Moore,,E06000006,Halton,,113
E04000316,Preston Brook,,E06000006,Halton,,114
E04000317,Halebank,,E06000006,Halton,,115
E04000318,Sandymoor,,E06000006,Halton,,116
E04000319,Appleton,,E06000007,Warrington,,117
E04000320,Birchwood,,E06000007,Warrington,,118
E04000321,Burtonwood and Westbrook,,E06000007,Warrington,,119
E04000322,Croft,,E06000007,Warrington,,120
E04000323,Cuerdley,,E06000007,Warrington,,121
E04000324,Culcheth and Glazebury,,E06000007,Warrington,,122
E04000325,Grappenhall and Thelwall,,E06000007,Warrington,,123
E04000326,Great Sankey,,E06000007,Warrington,,124
E04000327,Hatton,,E06000007,Warrington,,125
E04000328,Lymm,,E06000007,Warrington,,126
E04000329,Penketh,,E06000007,Warrington,,127
E04000331,Rixton-with-Glazebrook,,E06000007,Warrington,,128
E04000332,Stockton Heath,,E06000007,Warrington,,129
E04000333,Stretton,,E06000007,Warrington,,130
E04000334,Walton,,E06000007,Warrington,,131
E04000336,Woolston,,E06000007,Warrington,,132
E04013419,Poulton-with-Fearnhead,,E06000007,Warrington,,133
E04013420,Winwick,,E06000007,Warrington,,134
E04000337,Eccleshill,,E06000008,Blackburn with Darwen,,135
E04000339,North Turton,,E06000008,Blackburn with Darwen,,136
E04000340,Pleasington,,E06000008,Blackburn with Darwen,,137
E04000341,Tockholes,,E06000008,Blackburn with Darwen,,138
E04000342,Yate and Pickup Bank,,E06000008,Blackburn with Darwen,,139
E04012080,Darwen,,E06000008,Blackburn with Darwen,,140
E04013124,Livesey,,E06000008,Blackburn with Darwen,,141
E04000343,Airmyn,,E06000011,East Riding of Yorkshire,,142
E04000344,Aldbrough,,E06000011,East Riding of Yorkshire,,143
E04000345,Allerthorpe,,E06000011,East Riding of Yorkshire,,144
E04000346,Asselby,,E06000011,East Riding of Yorkshire,,145
E04000347,Atwick,,E06000011,East Riding of Yorkshire,,146
E04000348,Bainton,,E06000011,East Riding of Yorkshire,,147
E04000349,Barmby Moor,,E06000011,East Riding of Yorkshire,,148
E04000350,Barmby on the Marsh,,E06000011,East Riding of Yorkshire,,149
E04000351,Barmston,,E06000011,East Riding of Yorkshire,,150
E04000402,Goole Fields,,E06000011,East Riding of Yorkshire,,151
E04000403,Gowdall,,E06000011,East Riding of Yorkshire,,152
E04000404,Grindale,,E06000011,East Riding of Yorkshire,,153
E04000405,Halsham,,E06000011,East Riding of Yorkshire,,154
E04000406,Harpham,,E06000011,East Riding of Yorkshire,,155
E04000407,Hatfield,,E06000011,East Riding of Yorkshire,,156
E04000408,Hayton,,E06000011,East Riding of Yorkshire,,157
E04000409,Hedon,,E06000011,East Riding of Yorkshire,,158
E04000410,Hessle,,E06000011,East Riding of Yorkshire,,159
E04000411,Hollym,,E06000011,East Riding of Yorkshire,,160
E04000412,Holme upon Spalding Moor,,E06000011,East Riding of Yorkshire,,161
E04000413,Holmpton,,E06000011,East Riding of Yorkshire,,162
E04000414,Hook,,E06000011,East Riding of Yorkshire,,163
E04000415,Hornsea,,E06000011,East Riding of Yorkshire,,164
E04000416,Hotham,,E06000011,East Riding of Yorkshire,,165
E04000417,Howden,,E06000011,East Riding of Yorkshire,,166
E04000418,Huggate,,E06000011,East Riding of Yorkshire,,167
E04000419,Humbleton,,E06000011,East Riding of Yorkshire,,168
E04000420,Hutton Cranswick,,E06000011,East Riding of Yorkshire,,169
E04000421,Kelk,,E06000011,East Riding of Yorkshire,,170
E04000422,Keyingham,,E06000011,East Riding of Yorkshire,,171
E04000423,Kilham,,E06000011,East Riding of Yorkshire,,172
E04000424,Kilpin,,E06000011,East Riding of Yorkshire,,173
E04000425,Kirby Underdale,,E06000011,East Riding of Yorkshire,,174
E04000426,Kirkburn,,E06000011,East Riding of Yorkshire,,175
E04000427,Langtoft,,E06000011,East Riding of Yorkshire,,176
E04000428,Laxton,,E06000011,East Riding of Yorkshire,,177
E04000429,Leconfield,,E06000011,East Riding of Yorkshire,,178
E04000430,Leven,,E06000011,East Riding of Yorkshire,,179
E04000431,Lockington,,E06000011,East Riding of Yorkshire,,180
E04000432,Londesborough,,E06000011,East Riding of Yorkshire,,181
E04000433,Lund,,E06000011,East Riding of Yorkshire,,182
E04000434,Mappleton,,E06000011,East Riding of Yorkshire,,183
E04000435,Market Weighton,,E06000011,East Riding of Yorkshire,,184
E04000436,Melbourne,,E06000011,East Riding of Yorkshire,,185
E04000437,Middleton,,E06000011,East Riding of Yorkshire,,186
E04000438,Millington,,E06000011,East Riding of Yorkshire,,187
E04000439,Molescroft,,E06000011,East Riding of Yorkshire,,188
E04000440,Nafferton,,E06000011,East Riding of Yorkshire,,189
E04000441,Newbald,,E06000011,East Riding of Yorkshire,,190
E04000442,Newport,,E06000011,East Riding of Yorkshire,,191
E04000443,Newton on Derwent,,E06000011,East Riding of Yorkshire,,192
E04000444,North Cave,,E06000011,East Riding of Yorkshire,,193
E04000445,North Dalton,,E06000011,East Riding of Yorkshire,,194
E04000446,North Ferriby,,E06000011,East Riding of Yorkshire,,195
E04000447,North Frodingham,,E06000011,East Riding of Yorkshire,,196
E04000448,Nunburnholme,,E06000011,East Riding of Yorkshire,,197
E04000449,Ottringham,,E06000011,East Riding of Yorkshire,,198
E04000450,Patrington,,E06000011,East Riding of Yorkshire,,199
E04000451,Paull,,E06000011,East Riding of Yorkshire,,200
E04000552,East Halton,,E06000013,North Lincolnshire,,201
E04000553,Eastoft,,E06000013,North Lincolnshire,,202
E04000554,Elsham,,E06000013,North Lincolnshire,,203
E04000555,Epworth,,E06000013,North Lincolnshire,,204
E04000556,Flixborough,,E06000013,North Lincolnshire,,205
E04000557,Garthorpe and Fockerby,,E06000013,North Lincolnshire,,206
E04000558,Goxhill,,E06000013,North Lincolnshire,,207
E04000559,Gunness,,E06000013,North Lincolnshire,,208
E04000560,Haxey,,E06000013,North Lincolnshire,,209
E04000561,Hibaldstow,,E06000013,North Lincolnshire,,210
E04000563,Horkstow,,E06000013,North Lincolnshire,,211
E04000564,Keadby with Althorpe,,E06000013,North Lincolnshire,,212
E04000565,Kirmington,,E06000013,North Lincolnshire,,213
E04000566,Kirton in Lindsey,,E06000013,North Lincolnshire,,214
E04000567,Luddington and Haldenby,,E06000013,North Lincolnshire,,215
E04000568,Manton,,E06000013,North Lincolnshire,,216
E04000569,Melton Ross,,E06000013,North Lincolnshire,,217
E04000571,New Holland,,E06000013,North Lincolnshire,,218
E04000572,North Killingholme,,E06000013,North Lincolnshire,,219
E04000573,Owston Ferry,,E06000013,North Lincolnshire,,220
E04000574,Redbourne,,E06000013,North Lincolnshire,,221
E04000575,Roxby cum Risby,,E06000013,North Lincolnshire,,222
E04000576,Saxby All Saints,,E06000013,North Lincolnshire,,223
E04000577,Scawby,,E06000013,North Lincolnshire,,224
E04000578,South Ferriby,,E06000013,North Lincolnshire,,225
E04000579,South Killingholme,,E06000013,North Lincolnshire,,226
E04000580,Thornton Curtis,,E06000013,North Lincolnshire,,227
E04000581,Ulceby,,E06000013,North Lincolnshire,,228
E04000582,West Butterwick,,E06000013,North Lincolnshire,,229
E04000583,West Halton,,E06000013,North Lincolnshire,,230
E04000584,Whitton,,E06000013,North Lincolnshire,,231
E04000585,Winteringham,,E06000013,North Lincolnshire,,232
E04000586,Winterton,,E06000013,North Lincolnshire,,233
E04000587,Wootton,,E06000013,North Lincolnshire,,234
E04000588,Worlaby,,E06000013,North Lincolnshire,,235
E04000589,Wrawby,,E06000013,North Lincolnshire,,236
E04000590,Wroot,,E06000013,North Lincolnshire,,237
E04000591,Ashby Parkland,,E06000013,North Lincolnshire,,238
E04012744,Messingham,,E06000013,North Lincolnshire,,239
E04000592,Acaster Malbis,,E06000014,York,,240
E04000593,Askham Bryan,,E06000014,York,,241
E04000594,Askham Richard,,E06000014,York,,242
E04000596,Clifton Without,,E06000014,York,,243
E04000597,Copmanthorpe,,E06000014,York,,244
E04000598,Deighton,,E06000014,York,,245
E04000600,Earswick,,E06000014,York,,246
E04000601,Elvington,,E06000014,York,,247
E04000602,Fulford,,E06000014,York,,248
E04000603,Haxby,,E06000014,York,,249
E04000604,Heslington,,E06000014,York,,250
E04000605,Hessay,,E06000014,York,,251
E04000606,Heworth Without,,E06000014,York,,252
E04000608,Huntington,,E06000014,York,,253
E04000609,Kexby,,E06000014,York,,254
E04000610,Murton,,E06000014,York,,255
E04000611,Naburn,,E06000014,York,,256
E04000612,Nether Poppleton,,E06000014,York,,257
E04000613,New Earswick,,E06000014,York,,258
E04000614,Osbaldwick,,E06000014,York,,259
E04000616,Rufforth with Knapton,,E06000014,York,,260
E04000618,Stockton-on-the-Forest,,E06000014,York,,261
E04000621,Upper Poppleton,,E06000014,York,,262
E04000622,Wheldrake,,E06000014,York,,263
E04000623,Wigginton,,E06000014,York,,264
E04010458,Bishopthorpe,,E06000014,York,,265
E04010459,Dunnington,,E06000014,York,,266
E04010460,Holtby,,E06000014,York,,267
E04010461,Rawcliffe,,E06000014,York,,268
E04010462,Skelton,,E06000014,York,,269
E04010463,Strensall with Towthorpe,,E06000014,York,,270
E04000624,Ashwell,,E06000017,Rutland,,271
E04000625,Ayston,,E06000017,Rutland,,272
E04000627,Barrow,,E06000017,Rutland,,273
E04000628,Barrowden,,E06000017,Rutland,,274
E04000629,Beaumont Chase,,E06000017,Rutland,,275
E04000630,Belton-in-Rutland,,E06000017,Rutland,,276
E04000631,Bisbrooke,,E06000017,Rutland,,277
E04000632,Braunston-in-Rutland,,E06000017,Rutland,,278
E04000633,Brooke,,E06000017,Rutland,,279
E04000634,Burley,,E06000017,Rutland,,280
E04000635,Caldecott,,E06000017,Rutland,,281
E04000636,Clipsham,,E06000017,Rutland,,282
E04000638,Edith Weston,,E06000017,Rutland,,283
E04000639,Egleton,,E06000017,Rutland,,284
E04000640,Empingham,,E06000017,Rutland,,285
E04000641,Essendine,,E06000017,Rutland,,286
E04000643,Glaston,,E06000017,Rutland,,287
E04000644,Great Casterton,,E06000017,Rutland,,288
E04000646,Gunthorpe,,E06000017,Rutland,,289
E04000647,Hambleton,,E06000017,Rutland,,290
E04000649,Ketton,,E06000017,Rutland,,291
E04000650,Langham,,E06000017,Rutland,,292
E04000651,Leighfield,,E06000017,Rutland,,293
E04000652,Little Casterton,,E06000017,Rutland,,294
E04000653,Lyddington,,E06000017,Rutland,,295
E04000654,Lyndon,,E06000017,Rutland,,296
E04000655,Manton,,E06000017,Rutland,,297
E04000656,Market Overton,,E06000017,Rutland,,298
E04000657,Martinsthorpe,,E06000017,Rutland,,299
E04000658,Morcott,,E06000017,Rutland,,300
E04000352,Beeford,,E06000011,East Riding of Yorkshire,,301
E04000353,Bielby,,E06000011,East Riding of Yorkshire,,302
E04000354,Bempton,,E06000011,East Riding of Yorkshire,,303
E04000355,Beswick,,E06000011,East Riding of Yorkshire,,304
E04000356,Bewholme,,E06000011,East Riding of Yorkshire,,305
E04000357,Bilton,,E06000011,East Riding of Yorkshire,,306
E04000358,Bishop Burton,,E06000011,East Riding of Yorkshire,,307
E04000359,Bishop Wilton,,E06000011,East Riding of Yorkshire,,308
E04000360,Blacktoft,,E06000011,East Riding of Yorkshire,,309
E04000361,Boynton,,E06000011,East Riding of Yorkshire,,310
E04000362,Brandesburton,,E06000011,East Riding of Yorkshire,,311
E04000363,Brantingham,,E06000011,East Riding of Yorkshire,,312
E04000364,Broomfleet,,E06000011,East Riding of Yorkshire,,313
E04000365,Bubwith,,E06000011,East Riding of Yorkshire,,314
E04000366,Bugthorpe,,E06000011,East Riding of Yorkshire,,315
E04000367,Burstwick,,E06000011,East Riding of Yorkshire,,316
E04000368,Burton Agnes,,E06000011,East Riding of Yorkshire,,317
E04000369,Burton Constable,,E06000011,East Riding of Yorkshire,,318
E04000370,Burton Fleming,,E06000011,East Riding of Yorkshire,,319
E04000371,Burton Pidsea,,E06000011,East Riding of Yorkshire,,320
E04000372,Carnaby,,E06000011,East Riding of Yorkshire,,321
E04000373,Catton,,E06000011,East Riding of Yorkshire,,322
E04000374,Catwick,,E06000011,East Riding of Yorkshire,,323
E04000375,Cherry Burton,,E06000011,East Riding of Yorkshire,,324
E04000376,Coniston,,E06000011,East Riding of Yorkshire,,325
E04000377,Cottam,,E06000011,East Riding of Yorkshire,,326
E04000378,Cottingwith,,E06000011,East Riding of Yorkshire,,327
E04000379,Dalton Holme,,E06000011,East Riding of Yorkshire,,328
E04000380,Driffield,,E06000011,East Riding of Yorkshire,,329
E04000381,Easington,,E06000011,East Riding of Yorkshire,,330
E04000382,East Garton,,E06000011,East Riding of Yorkshire,,331
E04000383,Eastrington,,E06000011,East Riding of Yorkshire,,332
E04000384,Ellerby,,E06000011,East Riding of Yorkshire,,333
E04000385,Ellerker,,E06000011,East Riding of Yorkshire,,334
E04000386,Ellerton,,E06000011,East Riding of Yorkshire,,335
E04000387,Elloughton-cum-Brough,,E06000011,East Riding of Yorkshire,,336
E04000388,Elstronwick,,E06000011,East Riding of Yorkshire,,337
E04000389,Etton,,E06000011,East Riding of Yorkshire,,338
E04000390,Everingham,,E06000011,East Riding of Yorkshire,,339
E04000391,Fangfoss,,E06000011,East Riding of Yorkshire,,340
E04000392,Fimber,,E06000011,East Riding of Yorkshire,,341
E04000393,Flamborough,,E06000011,East Riding of Yorkshire,,342
E04000394,Foggathorpe,,E06000011,East Riding of Yorkshire,,343
E04000395,Foston,,E06000011,East Riding of Yorkshire,,344
E04000396,Fridaythorpe,,E06000011,East Riding of Yorkshire,,345
E04000397,Full Sutton,,E06000011,East Riding of Yorkshire,,346
E04000398,Garton,,E06000011,East Riding of Yorkshire,,347
E04000399,Gilberdyke,,E06000011,East Riding of Yorkshire,,348
E04000400,Goodmanham,,E06000011,East Riding of Yorkshire,,349
E04000401,Goole,,E06000011,East Riding of Yorkshire,,350
E04000504,Wold Newton,,E06000011,East Riding of Yorkshire,,351
E04000505,Woodmansey,,E06000011,East Riding of Yorkshire,,352
E04000506,Wressle,,E06000011,East Riding of Yorkshire,,353
E04000507,Yapham,,E06000011,East Riding of Yorkshire,,354
E04000508,Beverley,,E06000011,East Riding of Yorkshire,,355
E04000509,Cottingham,,E06000011,East Riding of Yorkshire,,356
E04000510,Anlaby with Anlaby Common,,E06000011,East Riding of Yorkshire,,357
E04000511,Bridlington,,E06000011,East Riding of Yorkshire,,358
E04000512,Kirk Ella,,E06000011,East Riding of Yorkshire,,359
E04000513,Willerby,,E06000011,East Riding of Yorkshire,,360
E04013310,Skirpenbeck,,E06000011,East Riding of Yorkshire,,361
E04013311,Stamford Bridge,,E06000011,East Riding of Yorkshire,,362
E04000514,Ashby cum Fenby,,E06000012,North East Lincolnshire,,363
E04000515,Aylesby,,E06000012,North East Lincolnshire,,364
E04000516,Barnoldby le Beck,,E06000012,North East Lincolnshire,,365
E04000517,Beelsby,,E06000012,North East Lincolnshire,,366
E04000518,Bradley,,E06000012,North East Lincolnshire,,367
E04000519,Brigsley,,E06000012,North East Lincolnshire,,368
E04000520,East Ravendale,,E06000012,North East Lincolnshire,,369
E04000521,Habrough,,E06000012,North East Lincolnshire,,370
E04000522,Hatcliffe,,E06000012,North East Lincolnshire,,371
E04000523,Hawerby cum Beesby,,E06000012,North East Lincolnshire,,372
E04000524,Healing,,E06000012,North East Lincolnshire,,373
E04000525,Humberston,,E06000012,North East Lincolnshire,,374
E04000526,Immingham,,E06000012,North East Lincolnshire,,375
E04000527,Irby,,E06000012,North East Lincolnshire,,376
E04000528,Laceby,,E06000012,North East Lincolnshire,,377
E04000529,New Waltham,,E06000012,North East Lincolnshire,,378
E04000530,Stallingborough,,E06000012,North East Lincolnshire,,379
E04000531,Waltham,,E06000012,North East Lincolnshire,,380
E04000532,West Ravendale,,E06000012,North East Lincolnshire,,381
E04000533,Wold Newton,,E06000012,North East Lincolnshire,,382
E04000534,Great Coates,,E06000012,North East Lincolnshire,,383
E04000535,Alkborough,,E06000013,North Lincolnshire,,384
E04000536,Amcotts,,E06000013,North Lincolnshire,,385
E04000537,Appleby,,E06000013,North Lincolnshire,,386
E04000538,Barnetby le Wold,,E06000013,North Lincolnshire,,387
E04000539,Barrow upon Humber,,E06000013,North Lincolnshire,,388
E04000540,Barton,,E06000013,North Lincolnshire,,389
E04000541,Belton,,E06000013,North Lincolnshire,,390
E04000542,Bonby,,E06000013,North Lincolnshire,,391
E04000543,Bottesford,,E06000013,North Lincolnshire,,392
E04000544,Brigg,,E06000013,North Lincolnshire,,393
E04000545,Broughton,,E06000013,North Lincolnshire,,394
E04000546,Burringham,,E06000013,North Lincolnshire,,395
E04000547,Burton upon Stather,,E06000013,North Lincolnshire,,396
E04000548,Cadney,,E06000013,North Lincolnshire,,397
E04000549,Crowle and Ealand,,E06000013,North Lincolnshire,,398
E04000550,Croxton,,E06000013,North Lincolnshire,,399
E04000551,East Butterwick,,E06000013,North Lincolnshire,,400
E04000755,Evesbatch,,E06000019,"Herefordshire, County of",,401
E04000756,Ewyas Harold,,E06000019,"Herefordshire, County of",,402
E04000757,"Eye, Moreton and Ashton",,E06000019,"Herefordshire, County of",,403
E04000758,Eyton,,E06000019,"Herefordshire, County of",,404
E04000759,Felton,,E06000019,"Herefordshire, County of",,405
E04000760,Ford and Stoke Prior,,E06000019,"Herefordshire, County of",,406
E04000761,Fownhope,,E06000019,"Herefordshire, County of",,407
E04000762,Foy,,E06000019,"Herefordshire, County of",,408
E04000763,Ganarew,,E06000019,"Herefordshire, County of",,409
E04000764,Garway,,E06000019,"Herefordshire, County of",,410
E04000765,Goodrich,,E06000019,"Herefordshire, County of",,411
E04000766,Grafton,,E06000019,"Herefordshire, County of",,412
E04000767,Grendon Bishop,,E06000019,"Herefordshire, County of",,413
E04000768,Hampton Bishop,,E06000019,"Herefordshire, County of",,414
E04000769,Hampton Charles,,E06000019,"Herefordshire, County of",,415
E04000770,Harewood,,E06000019,"Herefordshire, County of",,416
E04000771,Hatfield and Newhampton,,E06000019,"Herefordshire, County of",,417
E04000772,Haywood,,E06000019,"Herefordshire, County of",,418
E04000773,Hentland,,E06000019,"Herefordshire, County of",,419
E04000774,Holme Lacy,,E06000019,"Herefordshire, County of",,420
E04000775,Holmer & Shelwick,,E06000019,"Herefordshire, County of",,421
E04000776,Hope Mansell,,E06000019,"Herefordshire, County of",,422
E04000778,How Caple,,E06000019,"Herefordshire, County of",,423
E04000779,Humber,,E06000019,"Herefordshire, County of",,424
E04000780,Huntington,,E06000019,"Herefordshire, County of",,425
E04000783,Kentchurch,,E06000019,"Herefordshire, County of",,426
E04000785,Kimbolton,,E06000019,"Herefordshire, County of",,427
E04000786,King's Pyon,,E06000019,"Herefordshire, County of",,428
E04000787,Kings Caple,,E06000019,"Herefordshire, County of",,429
E04000788,Kingsland,,E06000019,"Herefordshire, County of",,430
E04000789,Kingstone,,E06000019,"Herefordshire, County of",,431
E04000790,Kington,,E06000019,"Herefordshire, County of",,432
E04000791,Kington Rural,,E06000019,"Herefordshire, County of",,433
E04000792,Kinnersley,,E06000019,"Herefordshire, County of",,434
E04000793,Kinsham,,E06000019,"Herefordshire, County of",,435
E04000794,Knill,,E06000019,"Herefordshire, County of",,436
E04000795,Laysters,,E06000019,"Herefordshire, County of",,437
E04000796,Lea,,E06000019,"Herefordshire, County of",,438
E04000797,Ledbury,,E06000019,"Herefordshire, County of",,439
E04000798,Leinthall Starkes,,E06000019,"Herefordshire, County of",,440
E04000799,Leintwardine,,E06000019,"Herefordshire, County of",,441
E04000800,Leominster,,E06000019,"Herefordshire, County of",,442
E04000801,Letton,,E06000019,"Herefordshire, County of",,443
E04000802,Lingen,,E06000019,"Herefordshire, County of",,444
E04000803,Linton (Bromyard Bringsty Ward),,E06000019,"Herefordshire, County of",,445
E04000804,Linton (Penyard Ward),,E06000019,"Herefordshire, County of",,446
E04000805,Little Birch,,E06000019,"Herefordshire, County of",,447
E04000806,Little Cowarne,,E06000019,"Herefordshire, County of",,448
E04000807,Little Dewchurch,,E06000019,"Herefordshire, County of",,449
E04000808,Little Hereford,,E06000019,"Herefordshire, County of",,450
E04000959,Claverton,,E06000022,Bath and North East Somerset,,451
E04000659,Normanton,,E06000017,Rutland,,452
E04000660,North Luffenham,,E06000017,Rutland,,453
E04000960,Clutton,,E06000022,Bath and North East Somerset,,454
E04000662,Pickworth,,E06000017,Rutland,,455
E04000961,Combe Hay,,E06000022,Bath and North East Somerset,,456
E04000663,Pilton,,E06000017,Rutland,,457
E04000664,Preston,,E06000017,Rutland,,458
E04000962,Compton Dando,,E06000022,Bath and North East Somerset,,459
E04000665,Ridlington,,E06000017,Rutland,,460
E04000963,Compton Martin,,E06000022,Bath and North East Somerset,,461
E04000666,Ryhall,,E06000017,Rutland,,462
E04000964,Corston,,E06000022,Bath and North East Somerset,,463
E04000667,Seaton,,E06000017,Rutland,,464
E04000965,Dunkerton and Tunley,,E06000022,Bath and North East Somerset,,465
E04000668,South Luffenham,,E06000017,Rutland,,466
E04000966,East Harptree,,E06000022,Bath and North East Somerset,,467
